review_idx,rating,review_text,cleanliness_sentiment,staff_service_sentiment,wifi_quality_sentiment,location_accessibility_sentiment,safety_&_securiy_sentiment,cleanliness_confidence,staff_service_confidence,wifi_quality_confidence,location_accessibility_confidence,safety_&_securiy_confidence,cleanliness_evidence,staff_service_evidence,wifi_quality_evidence,location_accessibility_evidence,safety_&_securiy_evidence
12795,2,"not expected unfortunately, booking business travel given small rooom barely space walk queen size bed, not luxurious regular tv no flat sceen no view 6th floor, requested better room given room floor right elevators noisy disturbed sleep, requesting room change given average room desk staff relucta",not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned,1.0,0.9,1.0,1.0,1.0,,requesting room change given average room desk staff reluctant help,,,
14135,2,"not expected wow, disappointment, thouroughly looking forward stay il bargellino came highly rated rick steves carmel nothing wonderful correspondence helping museum reservations, probably excited hotel planning staying italy, room ok thought cute husband did not like, room opened terrace im sure be",neutral,neutral,not_mentioned,negative,negative,0.7,0.8,1.0,0.9,0.95,room ok thought cute husband did not like,"carmel boston visiting family husband pino spoke little english kind, man boston nice",,location not ideal blah blah,"huge issue night, night stay honestly slept 4 hours night, parties thrown common room owner quarters located immediately room, requested room away owners home readings complaints trip advisor assured not problem, boy mislead"
20351,2,"n't waste money stayed museum hotel nights august did not positive experience.the hotel undergoing renovations reception restraunt nice stylish room different story, hotel room tiny barely room people, walls peeling paint mould walls bathroom bedroom area, generally hotel room terrible room cheap ba",negative,not_mentioned,not_mentioned,positive,not_mentioned,0.95,1.0,1.0,0.9,1.0,"walls peeling paint mould walls bathroom bedroom area, generally hotel room terrible room cheap basic standards",,,the hotel nice area amsterdam easy walk major shopping areas restraunts,
2588,2,"bad say, just returned staying nights convention, majority written hotel true, room disaster 1st floor service road trucks doing landscaping delivery, room tired worn no key safe missing lightbulbs 3 lamps dark room like pit, room fairly clean musty smell, hotel credit sent fairly promptly fix probl",negative,positive,not_mentioned,negative,negative,0.9,0.8,0.0,0.9,0.8,"room fairly clean musty smell, room disaster 1st floor service road trucks doing landscaping delivery, room tired worn no key safe missing lightbulbs 3 lamps dark room like pit","asked change rooms day woman desk pleasant understanding helpful moved higher floor opposite wing, hotel credit sent fairly promptly fix problems",,"aware wing building long walk main bulding meetings restaurants, fact getting hotel requires lots walking elevator/funicular combination, not good choice mobility p",no key safe missing lightbulbs 3 lamps dark room like pit
9424,2,"errr ok, great want place sleep thats right train station great train airport.it renovated knew boy does need make, not brilliant place stay, essencials thats, bed toilet shower ok.the breakfast offered restaurant bounds totally weird horrible, ham cheese bread coffee orange juice, no facility toast",neutral,not_mentioned,not_mentioned,positive,not_mentioned,0.7,0.0,0.0,0.9,0.0,bed toilet shower ok,,,great want place sleep thats right train station great train airport,
14947,2,"lost laptop checkout lobby lax security hotel okay staff friendly, beware, hotel no security, not believe watching security video person street walked inside walked away laptop checking, easy outsiders hotel no belldesk help luggage checkout, location great barcelona rocks..hotel staff casual report",not_mentioned,neutral,not_mentioned,positive,negative,0.0,0.6,0.0,0.8,0.95,,"hotel okay staff friendly, hotel staff casual reported incident n't feel responsibility",,location great barcelona rocks,"lost laptop checkout lobby lax security hotel okay staff friendly, beware, hotel no security, not believe watching security video person street walked inside walked away laptop checking, easy outsiders hotel no belldesk help luggage checkout"
5501,2,"not best hotel experience stayed continentale 3 nights pretty dissappointed, distressing thing smell hotel, really bad moldy musty smelling open windo fresh hot 90 degrees air, coming air conditioner, chic modern look wore quickly, sinks bathtub/shower appealing look did n't work water splashed sink",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.95,0.9,0.0,0.0,0.0,"distressing thing smell hotel, really bad moldy musty smelling open windo fresh hot 90 degrees air, coming air conditioner","service not par, did not feel welcome taken care hgh price expect",,,
12213,2,"big disappointment, desperate need major refurbishment hotel let badly poor housekeeping service standards, room 1st level overlooking hickson st. dark dingy tired, room unique architectural features heavy timber beams large steel trusses original conversion historic waterfront warehouse make intere",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.95,0.9,0.0,0.0,0.0,"desperate need major refurbishment hotel let badly poor housekeeping service standards, room 1st level overlooking hickson st. dark dingy tired, not covered 2cms, dust","hotel staff young inexperienced lacking polish expected hotel calibre, stressed overworked unsupervised duration stay",,,
19496,2,"beaches beautiful food terrible, husband excited week vacation punta cana, long flight 8 half hour flying time.the riu palace punta cana beautiful looking resort, room nice, sheets felt horrible bed hard, floors marble slippery wet product, slipped couple times morning wiped right puddle did n't, be",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.8,0.8,0.0,0.0,0.0,"floors marble slippery wet product, slipped couple times morning wiped right puddle did n't","the service desk not good, people not speak english tried hard communicate spanish just chose not help out",,,
12507,2,"just not worth dominican republic times continue hotel, people dr incredible happy genuine reallly heaven earth not grand paradise, moment turned key door knew trouble, rooms not clean bedding inadaquate linens tipping unsuccessful communication able achive bit ease sleeping room uncomfortable matre",negative,positive,not_mentioned,not_mentioned,not_mentioned,0.95,0.7,0.0,0.0,0.0,"rooms not clean bedding inadaquate linens, food subject completely far disgusting manors hotel guest appropriate eat serving trays use hands food repeat day little no variation, beaches nice not clean plates glasses collected needed bar remainders morning",my heart goes staff resort obviously worked snippy guest quite frequently,,,
2510,2,"service needs major work begin, overrun cruise passengers fully booked nights problems just ended, incomplete list no vouchers provided breakfast pre/post cruise package stated breakfast included failed disclose gratuities breakfast extra, wait table breakfast, incorrectly told charge piscoteo resta",not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned,0.0,0.9,0.0,0.0,0.0,,"service needs major work begin, incorrectly told charge piscoteo restaurant room account proved embarrassing inconvenient dinner relied info brought nothing dinner room order pay, wake-up scheduled mornings did n't receive wake-up morning promised manual wake second morning, no turn-down service second night requested desk going dinner",,,
6594,2,"wo n't n't use water coffee pot n't use ice n't eat uncooked no lettuce fruit n't peel, returned 30th june suffering dysentery reared ugly head 28th, july 3rd.the breakfast buffet good lunch dinner questionable, lot local food probably 95 spanish clientele, yes n't speak spanish probably n't, say mu",not_mentioned,negative,not_mentioned,not_mentioned,negative,0.0,0.8,0.0,0.0,0.9,,"lot rude people hotel, americans looked 3rd class citizens treated",,,"suffering dysentery reared ugly head 28th, july 3rd"
18639,2,"veneer excellence stayed majestic chosen friends wedding, stayed 14 nights, planning wedding recommend majestic did superb job, just aware rains repeatedly day inclusive holiday pretty sure best hotel dominican republic, expecting 5 star standards think again.the hotel new standard finish dreadful, ",negative,not_mentioned,not_mentioned,not_mentioned,not_mentioned,0.95,0.0,0.0,0.0,0.0,"the hotel new standard finish dreadful, glance hotel looks stunning built shoddily couple years unless spend lot maintenance come tatty, long driveway resort walk n't quite finished building work piles rubble n't removed landscaped, places mixed concrete tarmac washed white patches, hotel concrete walkways breaking uncomfortable pool areas n't wearing shoes, paths pools areas nice attractive inlaid bricks partly concreted fallen really spoils appearance, in bedrooms public toilet areas standard tiling joke, used professional tilers sta",,,,
5269,2,"ok hotel stayed hotel weekend 3 nights, hotel clean rooms pleasant, staff helpful friendly room offered noisy bed head actually backed lift shaft offered room better thought, walls paper awakened neighbours came late went early loud conversation door slamming showering 5.30am, actually felt bathroom",positive,positive,not_mentioned,not_mentioned,not_mentioned,0.9,0.9,0.0,0.0,0.0,hotel clean rooms pleasant,staff helpful friendly,,,
6252,2,"noisy hotel run commercial location hotel nothing special, fairly long hike harvard square buses not frequent.make sure not located ice rink sleep affected.generally place pretty rundown, close shaws kmart mcdonalds v. poor chain time stay nearer centre boston pick better hotel,  ",negative,not_mentioned,not_mentioned,negative,not_mentioned,0.8,0.0,0.0,0.9,0.0,generally place pretty rundown,,,fairly long hike harvard square buses not frequent,
16403,2,"no swimmer, hotel oke swimming pool oke, want swim sea not, beach terrible jatskis station motorboats, noisy noisy noisy, march water dirty plantes, sellers standing standing not late peace not relax lie beach, beaches bali kuta worst,  ",negative,not_mentioned,not_mentioned,not_mentioned,not_mentioned,0.8,0.0,0.0,0.0,0.0,march water dirty plantes,,,,
207,2,"ok just need clean space sleep just finished 5-night stay comfort suites downtown seattle moved hotel road night heading home, boy surprised difference hotel facility, stayed quality inn/suites past far favorite, quality inns/suites not comfort inns/suites operated hotel family chain expect equivale",positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,0.9,0.0,0.0,0.0,0.0,despite quality inn/suites downtown seattle offers clean basic rooms,,,,
3185,2,"honest thorough review resort husband stayed melia caribe tropical december 22 29 2003. weather perfect day windy, sun bright shining light breeze kept cool not uncomfortable sweaty, time did not experience humidity dominican republic infamous, rained night quick tropical showers passed.the grounds ",positive,negative,not_mentioned,not_mentioned,not_mentioned,0.8,0.9,0.0,0.0,0.0,"our room spacious tidy cleaning lady clean just basically make beds change towels, counters wiped shower time",service place awful,,,
4442,2,"not expected 5 star hotel yes hotel close central train station traveling train airport city great hotel, construction station making detours necessary.this hotel appointed nicely bathroom larger european hotels, bath amenities far outweigh hotels europe states not having working air-conditioning av",positive,negative,not_mentioned,positive,not_mentioned,0.7,0.8,0.0,0.9,0.0,this hotel appointed nicely bathroom larger european hotels,i better service star hotel days later,,hotel close central train station traveling train airport city great hotel,
13505,2,"loud poorly built starwood platinum member not believe starwood allows property operate.rooms dirty desparate need renovation different suites ended tranfering regular room quiet, sound proofing terrible rooms hear bar noise night.this hotel good single traveler wants late night bar scene downstairs",negative,neutral,not_mentioned,not_mentioned,not_mentioned,0.9,0.7,0.0,0.0,0.0,rooms dirty desparate need renovation,staff kind really not make poor construction failure maintain property,,,
2742,2,"okay stayed day trip, ok. stayed building thought excellent- near beach close caribe better pool close, paid 500 day weekend including flight nyc, booked trip week priceline cheapest, orbitz n't good.the food better barcelo resorts service restaurants horrible, tried nice leaving tips ignored servic",not_mentioned,negative,not_mentioned,positive,not_mentioned,0.0,0.9,0.0,0.7,0.0,,"tried nice leaving tips ignored service meals, stopped leaving tips day",,"okay stayed day trip, ok. stayed building thought excellent- near beach close caribe better pool close",
3437,2,"substandard radisson radisson obviously undergoing makeover noticeable effort bring hotel quality level associated pricing, unfortunately not, plus housekeeping amenities good, location excellent, speaks business acumen hotel restaurant closed peak holiday season, desk really needs training qualitie",neutral,negative,not_mentioned,positive,neutral,0.6,0.9,0.0,0.9,0.7,plus housekeeping amenities good,desk really needs training qualities politeness quality,,location excellent,crime concerns strip safe heavy police presence lot residential buildings people
20398,2,"good location not good hotel stayed days inn forbidden city november 2008.the location really good 10 minutes walking forbidden city tiananmen square.the hotel not good, room hot heater.we asked staff adjust nothing done.we turned heaters room central heater room hot, open window breath, constructio",negative,negative,not_mentioned,positive,not_mentioned,0.9,0.8,0.0,0.9,0.0,"shower bathroom mess water entire bathroom flor box leaking, carpets dirty",we asked staff adjust nothing done,,the location really good 10 minutes walking forbidden city tiananmen square,
9131,2,"american stay away, just got amsterdam loved stay victoria hotel, 5 nights encountered rude employees really did n't let checked, not did add hidden charges debit card totaling 355 euros bank statement charged additional 55 euros approval, no idea thinking going removed starting headache,  ",not_mentioned,negative,not_mentioned,not_mentioned,negative,1.0,1.0,1.0,1.0,0.8,,"encountered rude employees really did n't let checked, not did add hidden charges debit card totaling 355 euros bank statement charged additional 55 euros approval, no idea thinking going removed starting headache",,,not did add hidden charges debit card totaling 355 euros bank statement charged additional 55 euros approval
6058,2,"needs improvements just got trip punta cana july 9th july 16th, second trip punta cana time stayed barcelo bavaro palace, say disappointment, beach nice hotel room needs great improvement, smell humidity unbearable, entertainment not compared year, no music compared year merengue music constantly, s",negative,negative,not_mentioned,not_mentioned,not_mentioned,1.0,1.0,1.0,1.0,1.0,"hotel room needs great improvement, smell humidity unbearable","service restaurants really bad, hotel short personnel, waiting long restaurants addition ask napkins silverware water time waiters waitresses did not placed table simply forgot ask",,,
6729,2,"americans want skip hotel husband 2 close friends just returned trip, let start good news beach beautiful, weather fantastic, water clear fish beautiful, ok rest food really bad, not sure bc americans expected better quality just not resort, honestly breakfast average lunch dinner horrible, choices ",negative,negative,not_mentioned,not_mentioned,not_mentioned,1.0,1.0,1.0,1.0,1.0,"air conditioning did not work room time rooms bldg, 7 supposed newest ones smelled, moldy mildewy type odor","staff not friendly, n't expect say good morning, people not kinder really hospitable",,,
3121,2,"bigger definitely not better recently booked secrets excellence punta cana told 24 hours departure bumped secrets overbooked, putting melia caribe tropicale resort nights transferring secrets, trouble received free week secrets makes extremely happy melia tropicale caribe rated star property brochur",not_mentioned,not_mentioned,not_mentioned,neutral,negative,1.0,1.0,1.0,0.8,0.9,,,,location good half hour airport,"while walking wide sidewalks careful motorcycles vans trucks regularly drive guests walking, noisy pollution dangerous situation"
12928,2,"not good family vacationed oct 25-04 1 wk, n't vacationed family 1 wk years, shared agent sears travel d.r, not list convinced great option, agent advised resort not affected hurricane open service, went.things gone wrong beach sand not white colour brown sugar buy grocery store, waters disturbed hu",not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned,1.0,0.8,1.0,1.0,1.0,,"english speaking hard not willingly, excursion booked hotel difficult confirm",,,
3852,2,"spend couple dollars stayed evening august 4 2008. airport awaiting return flight toronto, cancelled placed morning tour operator signature, relatively close airport.hotel commended keeping buffet open accomodating large group hostile travellers 11 pm, best described lodge northern canada, rustic, h",negative,positive,not_mentioned,positive,not_mentioned,1.0,0.9,1.0,0.9,1.0,"room dark dingy outdated, small pillows, no towels remote tv, ac did n't work rooms according group",hotel commended keeping buffet open accomodating large group hostile travellers 11 pm,,relatively close airport,
6256,2,"not great customer service arrived computers sat waited lobby luggage women desk surfing internet, hour asked sure n't check hand, woman said got let room, bed falling asleep called room told wrong room, told bed threatened smaller room did n't cooperate, barely gave time pack door telling, frustrat",not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned,1.0,1.0,1.0,1.0,1.0,,"women desk surfing internet, hour asked sure n't check hand, woman said got let room, bed falling asleep called room told wrong room, told bed threatened smaller room did n't cooperate, barely gave time pack door telling, frustrated treated like rest hotel fine",,,
7335,2,"needs improvement say hotel stay barely acceptable, mentioned hard main problem condition rooms facilities lack in-room internet service.several things wrong room hair dryer broken sink plunger half broken bathroom looked half cleaned.on service given bad information facilities, told wanted use prin",negative,negative,negative,not_mentioned,not_mentioned,1.0,0.9,0.9,1.0,1.0,several things wrong room hair dryer broken sink plunger half broken bathroom looked half cleaned,"on service given bad information facilities, told wanted use printer hotel door, course got need key card hyatt","lack in-room internet service, lobby free wireless internet service lobby pretty crappy",,
1023,2,"tired worn stayed kensington park hotel 19/01/08 4 nights, hotel reasonable area financial district hotel tired worn given described refurbished room, carpet room situated 12th floor dirty heating looked worked like ark did not warm room slightest, windows extremely draughty housekeeping noisy early",negative,negative,not_mentioned,not_mentioned,not_mentioned,1.0,0.8,1.0,1.0,1.0,"hotel tired worn given described refurbished room, carpet room situated 12th floor dirty heating looked worked like ark did not warm room slightest, windows extremely draughty",housekeeping noisy early morning talking loudly outside room displaying not disturb sign door,,,
6694,2,"double d just came dominican dec. 6. just little history gone cuba tryp cayo, mexico bahia puerto plata bahia just year little bit harsh.. u cant blame us.we travelled family, 19 month old baby family 5 year old 8 month old, flight resort ok. took 8 hours stop puerto plata-but overall happy, got air",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.9,0.9,1.0,1.0,1.0,"room standard room, ok furnitures little bit slanted floors floor having 19 month old didnt help everyday carried, trouble bed sat leg fell fixed no problem though","got no greet no direct knew, finally lady gave drinks towels wash face, family no problem getting room hand alot trouble",,,
2522,2,"lovely views ends, traveled bit world went pr, family adults 13 year old boy, property lovely loud music, difficult away, casino located center lobby impossible escape, rooms small gnats bit night, additionally hotel booked conventions days wwere stressed seriveces capable, funicular private ferry i",negative,negative,not_mentioned,neutral,not_mentioned,0.9,0.8,0.0,0.7,0.0,rooms small gnats bit night,days wwere stressed seriveces capable,,funicular private ferry island service,
18963,2,"nightmare ocean blue street beware, disappointing despite reading rave reviews, non-functioning rainforest bathroom electrical problems room horrors experience despite fabulous reviews.my wife 30 stayed feb. 25 march 4. tried list facts resort mixed experience change mind staying here.=food=having s",negative,neutral,not_mentioned,not_mentioned,not_mentioned,0.95,0.6,0.0,0.0,0.0,"non-functioning rainforest bathroom electrical problems room horrors experience, ceiling literally rained week despite 3 calls leak fixed, showerhead broken wall twice 7 days stopper whirlpool tub unplugged",despite 3 calls leak fixed,,,
19991,2,"not expected stress not hotel house floors paper hear footstep kept awake nights, room lovely stayed better money bathroom tired worn shower door cracked, alex sharmila lovely helpful got charged bottle champagne told room wedding anniversary left disappointed, emailed explain thought bottle complem",negative,positive,not_mentioned,not_mentioned,not_mentioned,0.9,0.8,0.0,0.0,0.0,bathroom tired worn shower door cracked,alex sharmila lovely helpful,,,
17271,2,"art yes bad service not recently spenty 2 nights hotel des arts san francisco, location convenient, knew adventure andeither like art not like, ok did not like art room fun risk factor, did not like untrained unfriendly staff reception read previous reviews exactly description felt treated does not ",negative,negative,not_mentioned,positive,negative,0.9,0.95,0.0,0.9,0.8,"hotel not kept reminds hostel hotel, rooms shabby beds ok tough","did not like untrained unfriendly staff reception, felt treated does not include cleaning ladies really nice friendly",,location convenient,"watch onloading luggage park hotel entrance door not designated parking spots, car 5 minutes got 60 usd fine"
2237,2,"miss hotel great location doubts recommending hotel deficiencies need immediate attention.hotel need seious maintenance i.e, broken counter tops leaking taps no self closing room doors window locks not working musty stench stairwells.there no parking hotel runs 18 25 day plus tax.no high speed inter",negative,negative,negative,positive,negative,0.95,0.9,0.9,0.8,0.8,broken counter tops leaking taps no self closing room doors window locks not working musty stench stairwells,had bad experience rude staff member checking,no high speed internet access available cross road sister property lobby pay 10 day,hotel great location,window locks not working
19795,2,"did not live expectations booked hotel new looked lovely checking hotel no record booking confirmation email pre paid staff pressure not guests happened, left waiting 1 hour eventually booking told room not ready phone room ready, returned 2 hours later no phone room ready time rooms large modern no",neutral,negative,not_mentioned,positive,not_mentioned,0.6,0.95,0.0,0.9,0.0,rooms large modern nothing ordinary,"staff pressure not guests happened, left waiting 1 hour eventually booking told room not ready phone room ready, returned 2 hours later no phone room ready time, phoned reception morning later check time told v rude lady no available didnt check",,got water taxi logan airport just outside hotel fantastic idea takes 10mins,
7136,2,"far 6 apples, having just returned not wonderful vacation 3 2004 7 2004 travel annually family request rooms together- advance vacation, past problem, ride resort hour torture small bus pothole ridden roads, arrival secret assigned rooms told come lunch key, not problem enjoyed outstanding pool faci",negative,negative,negative,not_mentioned,not_mentioned,0.7,0.9,0.8,0.0,0.0,order gain entry closet husband hold ceiling tiles,"told come lunch key, not problem enjoyed outstanding pool facilities time, return husband told placed room guests room decided extend stay later day group enjoying rooms add dismay told wait longer room, complaintthe day told original room assigned",in- room service sporatic best,,
8238,2,"definately not 4 star hotel arrived reception staff not happy helpfull, gave room 6th floor, lifts, got room 2 maintance guys working room adjacent banging hammering floor having new floor general work, went straight asked moved, moved end floor room overlooking main junction outside hotel, rooms su",negative,negative,not_mentioned,positive,negative,0.9,0.9,0.0,0.95,0.7,loose floor tiles bathroom dodgy plaster wallpaper holes,"arrived reception staff not happy helpfull, nobody told, assumed stay hotels time",,"brilliant location right centre barcelona, main renfe rail link airport 1min walk, passeg gracia",no safe thought standard hotels
4673,2,"sad smelly great location rooftop terrace nice view, bar piano no live piano music advertised booked particular hotel, breakfast buffet big disappointment 19 euros, lobby funky garbage smell, room just ok. towels good quality, overall disappointing experience,  ",negative,not_mentioned,not_mentioned,positive,not_mentioned,0.8,0.0,0.0,0.9,0.0,"lobby funky garbage smell, room just ok",,,great location,
6261,2,"just okay wives sent miami beach guys weekend golf hotel north miami beach pennisula boat just ended good hotel boat just location stayed suite queen beds pull couch room generally clean dated, bathroom passable guys wife complained.pool area passable did not swim cold breakfast restaurant good food",neutral,not_mentioned,not_mentioned,neutral,not_mentioned,0.7,0.0,0.0,0.6,0.0,"room generally clean dated, bathroom passable",,,"hotel north miami beach pennisula boat just ended good hotel boat just location, publix supermarket mile north stuck going hotel hotel restaurant bar",
5701,2,"great place, mediocre attitude, stayed hotel 25th 30th 2006. wife 2 yr old baby intention, reservation 3 months ahead time got good prompt answers email, night arriving posted email remind staff coming day late night got ok. arriving hotel told no rooms tonight offered 2 stars hotel night, imagine c",not_mentioned,negative,not_mentioned,positive,not_mentioned,0.0,0.9,0.0,0.8,0.0,,"mediocre attitude, arriving hotel told no rooms tonight offered 2 stars hotel night, imagine comes 5 hrs flight 1 hour rer climbing stairs saint michel station 30kg suitacase baby stroller midnight disappointed, asking n't ask coming earlier baby night got no answer, no alternatives moved night 2 stars hotel, no offered help lagguage, weekend receptionist changed new attitude not helpful, soured face question did not bother look web free reception desk basic info needed.",,location hot,
6549,2,"gentle stay impression slightly dissapointing not glitsy website portrayed staff busy.however day staff attentive saw past ordinary facade little gem hotel, t situated beautifully sightseeing cable car walking stores, breakfast little monotinous good food.watchout confusing booking proceedure guests",not_mentioned,positive,not_mentioned,positive,not_mentioned,0.0,0.8,0.0,0.9,0.0,,however day staff attentive saw past ordinary facade little gem hotel,,t situated beautifully sightseeing cable car walking stores,
5933,2,adequate occasionally irksome good location street near grand central.safe neighborhood.great views midtown east river.clean rooms.fairly quiet area night not traffic honking.close walk restaurants m15 bus 1st ave. more.bad no express checkout clerks mornings.huge windows inadequate blinds let light,positive,negative,not_mentioned,positive,positive,0.9,0.8,0.0,0.9,0.9,clean rooms,bad no express checkout clerks mornings,,"good location street near grand central, close walk restaurants m15 bus 1st ave","safe neighborhood, section window couch actually slides open beware children easily fall out"
9054,2,"internet value rooms lousy bad experience cause room communication door room nextdoor neighbours spent time doin strange noises banging door smoking dope almos intoxicated awful, hotel placed rooms beds need updating, staff correct did n't like secured 115 euros credit card expenses, mistrusting pol",negative,neutral,negative,not_mentioned,negative,0.8,0.7,0.9,0.0,0.8,rooms beds need updating,"staff correct did n't like secured 115 euros credit card expenses, mistrusting policy",internet value rooms lousy,,neighbours spent time doin strange noises banging door smoking dope almos intoxicated awful
4536,2,"silly policy children tried book hotel family 2 adults 2 small children 5 years old, insisted 2 rooms law prevented allowing 4 people children room, pointed just recently stayed westin hotels spain room 4 tracked said n't spanish law westin policy hotels insurance policy, figured just scam make pare",not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned,0.0,0.9,0.0,0.0,0.0,,"silly policy children tried book hotel family 2 adults 2 small children 5 years old, insisted 2 rooms law prevented allowing 4 people children room, pointed just recently stayed westin hotels spain room 4 tracked said n't spanish law westin policy hotels insurance policy, figured just scam make parents fork-out additional room",,,
19343,2,"lan kwai fong hotel hong kong- decidedly average knew bad deal noted reaction locals came contact soon mentioned staying lan kwai fong hotel, extortionate overpriced adjectives used tuts dissaproval.we stayed lan kwai fong honeymoon expected little luxury price paid, harbour view promised present cr",negative,not_mentioned,not_mentioned,not_mentioned,negative,0.8,0.0,0.0,0.0,0.7,peeling paint used cover worn bath somewhat tainted feeling luxury,,,,craned necks small balcony risking life limb
1073,2,"better good hotel looks alexis magnificent decor stayed n't help notice basics overlooked, firstly shower pitiful power barely got wet weakness pressure temperature lukewarm, secondly horrible throwback overpriced mini-bar n't hiding cupboard right middle desk means staying exuberant child better hi",not_mentioned,positive,not_mentioned,not_mentioned,negative,0.0,0.9,0.0,0.0,0.8,,plus staff friendly helpful,,,horrible throwback overpriced mini-bar n't hiding cupboard right middle desk means staying exuberant child better hide sweets laced big
12429,2,"95 degree heat no air conditioning rooms hotel no air conditioning, no information booking online nor option select room air conditioning, weather hot 90 entire stay, room completely impossible hours 9 3, heart goes elderly person stay hot weather, houston tx use hot weather temperature room exteme ",not_mentioned,not_mentioned,not_mentioned,positive,negative,0.0,0.0,0.0,0.8,0.9,,,,location decent short walk space needle,"95 degree heat no air conditioning rooms hotel no air conditioning, no information booking online nor option select room air conditioning, weather hot 90 entire stay, room completely impossible hours 9 3, heart goes elderly person stay hot weather"
4667,2,"disappointing not particularly friendly staff refused provide double bed requested rooms available, demanded extra 25 euros provide room double bed, bathrooms new clean room starting look quite shabby stained carpets, thought bargain price paid 170 euros/night say little expensive quality service ro",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.9,0.9,0.0,0.0,0.0,bathrooms new clean room starting look quite shabby stained carpets,"not particularly friendly staff refused provide double bed requested rooms available, demanded extra 25 euros provide room double bed",,,
8021,2,"not impressive just come 4 night stay charlesmark n't impressed.the location great ok value money.it good internet access lots movies.however bedrooms pretty small beds tiny.they short narrow n't comfortable 5'3, staff n't friendliest room cleaning service pretty laid, instance 2 occasions dropped r",not_mentioned,negative,positive,positive,not_mentioned,0.0,0.9,0.9,0.8,0.0,,"staff n't friendliest room cleaning service pretty laid, instance 2 occasions dropped room 2pm room n't pretty inconvenient",it good internet access lots movies,the location great,
6664,2,"pro arrived punta cana sept. 6th met driver no problems, thought great way start, ocean bavaro.got massive lobby right desk, greeted smile nice cold drink, no problem.they took villa 67 check ok looked good glance rooms.the room hot went turn a/c-but not blowing air-not good thing called reception, ",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.9,0.9,0.0,0.0,0.0,"the room hot went turn a/c-but not blowing air-not good thing called reception, 3 calls 2 trips reception finally came, housekeeping turns units way fan unit frozen, defrost time water running room got cold air... towels bathroom 2 towels use collect a/c water floor","called reception, 3 calls 2 trips reception finally came... 2am man knocks 2 towels, thats no washclothes no hand towels nothing... i went reception asked extra told issue area",,,
20272,2,"okay price fairly inexpensive hotel good location staff not overly friendly desk breakfast average rooms, like good motel, set rooms not great, sharing friend time change shower leave room no door bathroom way set makes difficult privacy, shower facing window street curtains dont privacy, windows hu",neutral,negative,not_mentioned,positive,not_mentioned,0.7,0.8,0.0,0.9,0.0,"rooms, like good motel, set rooms not great",staff not overly friendly,,freidrichstrasse train station road reichstag 10-15 minute walk,
17742,2,"lots potential issues revamp place nice feel hope pull lot frustrating stay, stayed weekend group friends experienced issues.the good great location right venice beach walking distance main boardwalk, prices reasonable, room options vary standard room queen single bed suite kitchen living room, nice",negative,positive,not_mentioned,positive,negative,0.9,0.8,0.0,0.9,0.9,cleaning services poor dishwahser suite dirty dished,friendly manager did best accomodate overwhelmed,,great location right venice beach walking distance main boardwalk,"redoing locks seven people given keys exterior doors hotel, not staff onsite manager home depot runs accessible cell phone"
10857,2,"hotel rwanda, friend stayed hotel 3 nights july 07.ok lets begin location hotels location pretty good regards distance las ramblas minute walk, square adjacent hotel gathering point locals use street public toilet facility, upside location spar corner open 24 hours good thing.now lets turn room, bas",negative,not_mentioned,not_mentioned,positive,negative,0.7,0.0,0.0,0.9,0.9,bathroom steamed shower nearly lost friend couple times,,,"location hotels location pretty good regards distance las ramblas minute walk, square adjacent hotel gathering point locals use street public toilet facility, upside location spar corner open 24 hours good thing",room didnt feel secure no lock door anybody access room time
14856,2,"good value good location poor sound insulation hotel luxer located right warmoestraat just quick walk centraal station, new hotel exceptional value amsterdam, high marks clean comfortable room private bath good breakfast location low low price, major problem hotel noise walls, hear guy room snoring ",positive,not_mentioned,not_mentioned,positive,not_mentioned,0.9,0.0,0.0,0.9,0.0,high marks clean comfortable room private bath,,,good location poor sound insulation hotel luxer located right warmoestraat just quick walk centraal station,
15094,2,"looking, novotel xin qiao excellent location right outside metro station beijing, transport property easy, stayed 2 nights disappointments stay, stayed economy room maybe got paid bed really old uncomfortable fittings fixtures room needing replacement bathroom looked dirty old air-conditioning did n",negative,negative,negative,positive,not_mentioned,0.9,0.8,0.9,0.9,0.0,stayed economy room maybe got paid bed really old uncomfortable fittings fixtures room needing replacement bathroom looked dirty old air-conditioning did n't work,staff restaurant no english difficult communicate needs lived china months basic communication skills,wi-fi internet initially did n't work passed staff member manager finally helped,"excellent location right outside metro station beijing, transport property easy",
